259819,00001
350268,00002
484517,00003
489290,00004
531497,00005
536240,00006
550765,00007
611098,00008
611471,00009
611643,00010
618439,00011
618763,00012
623090,00013
630830,00014
634067,00015
635090,00016
640529,00017
642964,00018
643915,00019
645421,00020
649618,00021
651715,00022
656729,00023
657274,00024
660125,00025
660766,00026
666256,00027
673065,00028
673390,00029
673758,00030
678627,00031
679361,00032
680382,00033
682582,00034
684947,00035
692167,00036
694243,00037
694304,00038
694869,00039
695751,00040
696649,00041
696783,00042
697543,00043
700905,00044
701860,00045
701928,00046
702873,00047
703091,00048
703137,00049
704364,00050
706089,00051
706570,00052
707316,00053
709627,00054
710523,00055
710527,00056
710757,00057
711560,00058
713272,00059
713425,00060
716869,00061
719615,00062
719701,00063
720605,00064
722310,00065
724257,00066
724593,00067
725621,00068
725787,00069
727018,00070
729798,00071
730091,00072
731263,00073
731815,00074
732010,00075
732036,00076
737905,00077
738427,00078
739711,00079
739870,00080
741465,00081
742670,00082
745732,00083
746949,00084
748315,00085
748986,00086
750497,00087
751663,00088
752088,00089
752302,00090
752601,00091
752721,00092
753891,00093
755350,00094
756142,00095
756957,00096
758463,00097
758831,00098
760013,00099
760263,00100
763072,00101
763937,00102
764035,00103
764240,00104
764505,00105
764816,00106
765672,00107
765791,00108
766421,00109
766834,00110
767173,00111
769398,00112
770143,00113
773705,00114
774464,00115
774759,00116
775294,00117
776157,00118
777022,00119
777208,00120
778301,00121
778937,00122
779033,00123
779063,00124
779825,00125
781536,00126
781620,00127
782533,00128
782822,00129
783949,00130
785591,00131
787022,00132
788198,00133
789665,00134
789778,00135
790689,00136
790803,00137
790896,00138
790994,00139
791324,00140
791482,00141
791485,00142
791775,00143
791871,00144
792398,00145
792580,00146
792613,00147
792761,00148
792794,00149
792828,00150
792844,00151
794390,00152
794440,00153
794814,00154
794829,00155
795071,00156
795500,00157
795851,00158
797210,00159
797522,00160
797803,00161
797830,00162
798201,00163
798205,00164
798931,00165
799177,00166
799656,00167
799728,00168
800351,00169
800545,00170
800649,00171
800789,00172
801331,00173
801518,00174
802024,00175
802124,00176
802370,00177
802915,00178
803284,00179
803285,00180
803683,00181
804388,00182
804735,00183
804896,00184
804898,00185
805512,00186
805594,00187
805816,00188
805862,00189
806011,00190
806147,00191
806844,00192
806846,00193
808413,00194
808945,00195
809083,00196
809165,00197
809621,00198
811225,00199
811407,00200
811446,00201
811452,00202
811940,00203
813616,00204
813821,00205
813830,00206
814721,00207
814935,00208
815248,00209
815770,00210
815842,00211
815878,00212
816575,00213
817726,00214
817846,00215
818339,00216
818399,00217
818676,00218
818834,00219
819023,00220
819127,00221
819128,00222
819553,00223
819962,00224
820283,00225
820438,00226
820941,00227
821006,00228
821863,00229
822563,00230
823617,00231
824148,00232
830338,00233
831686,00234
832549,00235
832555,00236
833540,00237
833786,00238
834145,00239
835423,00240
835448,00241
837424,00242
837995,00243
837998,00244
839109,00245
840610,00246
840634,00247
841354,00248
841708,00249
842115,00250
843540,00251
843978,00252
844030,00253
844446,00254
844654,00255
844968,00256
845257,00257
845429,00258
845989,00259
847671,00260
847862,00261
848156,00262
848187,00263
848370,00264
848549,00265
848551,00266
848691,00267
848798,00268
849532,00269
849711,00270
849845,00271
850056,00272
850669,00273
851602,00274
851971,00275
852025,00276
853039,00277
853063,00278
853335,00279
853435,00280
853616,00281
854031,00282
854731,00283
854881,00284
855287,00285
855724,00286
856058,00287
856137,00288
856757,00289
856941,00290
857103,00291
857262,00292
857519,00293
858371,00294
858554,00295
859872,00296
860385,00297
860659,00298
861160,00299
861906,00300
862150,00301
862239,00302
862478,00303
863199,00304
863529,00305
863729,00306
863809,00307
864306,00308
864342,00309
864754,00310
865140,00311
866438,00312
868031,00313
868276,00314
868479,00315
868662,00316
869462,00317
869642,00318
869808,00319
870426,00320
872031,00321
872536,00322
872641,00323
872872,00324
873269,00325
873292,00326
873327,00327
873513,00328
